saham,tanggal_berita,judul,isi
bbri,,,"Salah satunya melalui penyaluran Kredit Usaha Rakyat (KUR) yang memperkuat kinerja bisnis pelaku UMKM. Hingga Semester I-2022, realisasi KUR BRI telah menyentuh Rp 107,5 triliun atau 48% dari kuota yang diberikan sebesar Rp 260 triliun.    Sunarso menambahkan bahwa berdasarkan riset yang dilakukan Badan Riset dan Inovasi Nasional (BRIN) menunjukkan setiap akses KUR berpotensi meningkatkan penyerapan tenaga kerja sebesar rata-rata 3 orang.   Saat ini, BRI memiliki 10,7 juta nasabah existing KUR dari segmen KUR Super Mikro, KUR Mikro dan KUR Kecil. Maka dari penyaluran KUR BRI terhadap 10,7 juta nasabah tersebut diproyeksi dapat menyerap 32,1 juta lapangan kerja di seluruh Indonesia.    “Tantangan yang sangat besar di depan, BRI sudah siap dengan beberapa tools untuk membantu pelaku UMKM dapat terus tumbuh dan naik kelas melalui akses permodalan dan pemberdayaan yang mudah dijangkau,” pungkasnya.  Cek Berita dan Artikel yang lain di "
emtk,,,"Strategi EMTK untuk fokus di kedua sektor tersebut sejatinya mulai terlihat jelas. Selain investor Grab Indonesia, EMTK juga merupakan salah satu pemegang saham PT Bukalapak.com Tbk (BUKA). Eksistensi EMTK di sektor teknologi juga sudah cukup kuat dengan platform Vidio.   Sementara, di sektor kesehatan, EMTK telah memulainya dengan mengakuisisi operator rumah sakit OMNI, PT Sarana Meditama Metropolitan Tbk (SAME). Akuisisi 4,24 miliar atau setara 71,88% saham SAME ini dilakukan jelang akhir tahun lalu.    Namun, sebelum berada di posisi seperti saat ini, EMTK sudah beberapa kali menjajal sejumlah peruntungan.pernah  EMTK mengambil alih layanan chat BBM pada 2016 misalnya.  EMTK juga sempat berinvestasi di Propertyguru hingga pada akhirnya kembali melepasnya pada 2020. EMTK juga secara resmi menghentikan operasional layanan chatting BBM pada 2019.  Alvin menambahkan, tidak mudah menyalakan mode 'self destruction' seperti itu. Terlebih, sejumlah bisnis telah menjadi legasi EMTK. Namun, fokus pada bisnis inti sembari berkolaborasi dengan pihak lain yang memiliki keahliannya sendiri membuat operasional bisnis bisa berjalan jauh lebih optimal. ""Dan kami banyak belajar dengan adanya pandemi Covid-19,"" imbuh Alvin.  Tidak menutup kemungkinan, EMTK bakal menggiring anak usahanya untuk menghelat initial public offering (IPO). Terlebih, IPO perusahaan teknologi mulai menjadi tren. ""Jadi, sangat memungkinkan untuk berbagai perusahaan kami bisa IPO,"" tandas Alvin.        Cek Berita dan Artikel yang lain di "
emtk,,,"“Kami melihat adanya potensi pertumbuhan yang pesat dari Vidio.com dari aksi tersebut. Pada tahun depan, Vidio.com diproyeksikan dapat menyumbang pendapatan Rp 1,1 triliun untuk EMTK,” tulis Farras dalam risetnya.    Farras juga melihat EMTK menunjukkan komitmennya dalam memperkuat ekosistem digitalnya. Hal ini ditandai dengan rencana EMTK melalui anak usahanya, Elang Media Visitama, untuk mengakuisisi 93% saham Bank Fama dengan harga Rp 908.9 miliar.   Menurutnya, akuisisi ini sekaligus memperlihat keseriusan EMTK untuk masuk dalam bisnis bank digital, setelah sebelumnya menunjuk Tigor Siahaan sebagai pemimpin bank digital milik EMTK dan Grab. “Kami melihat rangkaian akuisisi dan investasi ini dapat memperkokoh ekosistem digital EMTK, serta menjadi katalis pertumbuhan ke depan,” imbuh Farras.  Hingga kuartal III-2021, tercatat EMTK telah mengantongi pendapatan sebesar Rp 9,6 triliun atau naik 13,71% secara  (yoy). Sementara laba periode berjalan yang dapat diatribusikan pemilik entitas induk tercatat sebesar Rp 217,11 miliar. Jumlah ini turun dibanding periode yang sama tahun sebelumnya sebesar Rp 476,57 miliar.  Faras memproyeksikan pada tahun ini EMTK akan membukukan pendapatan sebesar Rp 13,84 triliun dengan laba bersih sebesar Rp 409 miliar. Ia pun masih mempertahankan rekomendasi beli untuk saham EMTK dengan target harga Rp 2.600 per saham.         Cek Berita dan Artikel yang lain di "
buka,,,"Mencatatkan harga tertinggi Rp 4.700 dan harga terendah Rp 4.610, harga saham BBRI ditutup tak berubah Rp 0 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 4.650 per saham. Di lain sisi, harga offer terendah di Rp 4.660 per saham.  Kalau dihitung sejak 7 hari yang lalu (10 Maret 2022), harga saham BBRI hari ini sudah naik 1,75% dibanding harga saat itu (Rp 4.570).  Sejak setahun lalu (17 Maret 2021) harga saham BBRI turun 0,43% dari harga saat itu (Rp 4.670).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BBRI mencapai Rp 1.045,40 miliar, sedangkan volume saham yang ditransaksikan mencapai 2.240.079 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 205, maka price to earning ratio (PER) saham ini 22,68 kali. Adapun price to book value-nya (PBV) 2,44 kali.      Dari penutupan Rabu (16/3), harga saham BUKA naik 5,43% dari Rp 258. Saham BUKA dibuka di atas harga penutupan sehari sebelumnya, tepatnya pada harga Rp 266 per saham.  Mencatatkan harga tertinggi Rp 290 dan harga terendah Rp 266, saham BUKA ditutup naik Rp 14 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 270 per saham. Di lain sisi, harga offer terendah di Rp 272 per saham.    Bila dihitung sejak 7 hari yang lalu (10 Maret 2022), harga saham BUKA hari ini turun 4,23% dibanding harga saat itu (Rp 284).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BUKA mencapai Rp 320,10 miliar, sedangkan volume saham yang ditransaksikan mencapai 11.488.395 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp -15, maka price to earning ratio (PER) saham ini -17,20 kali. Adapun price to book value-nya (PBV) 1,11 kali.  Cek Berita dan Artikel yang lain di "
buka,,,"Mencatatkan harga tertinggi Rp 53 dan harga terendah Rp 51, saham BUMI ditutup tak berubah Rp 0 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 52 per saham. Di lain sisi, harga offer terendah di Rp 53 per saham.  Kalau dihitung sejak 7 hari yang lalu (09 Maret 2022), harga saham BUMI hari ini turun 3,7% dibanding harga saat itu (Rp 54).  Adapun sejak setahun lalu (16 Maret 2021) harga saham BUMI turun 13,33% dari harga saat itu (Rp 60).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BUMI mencapai Rp 23,70 miliar, sedangkan volume saham yang ditransaksikan mencapai 4.540.580 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 11, maka price to earning ratio (PER) saham ini 4,73 kali. Adapun price to book value-nya (PBV) -0,76 kali.      Dari penutupan Selasa (15/3), harga saham BUKA turun 6,52% dari Rp 276. Saham BUKA dibuka di bawah harga penutupan sehari sebelumnya, tepatnya pada harga Rp 268 per saham.  Mencatatkan harga tertinggi Rp 268 dan harga terendah Rp 258, harga saham BUKA ditutup turun Rp 18 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 258 per saham. Di lain sisi, harga offer terendah di Rp 260 per saham.    Kalau dihitung sejak 7 hari yang lalu (09 Maret 2022), harga saham BUKA hari ini turun 9,15% dibanding harga saat itu (Rp 284).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BUKA mencapai Rp 225,10 miliar, sedangkan volume saham yang ditransaksikan mencapai 8.621.143 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp -15, maka price to earning ratio (PER) saham ini -18,40 kali. Adapun price to book value-nya (PBV) 1,19 kali.  Cek Berita dan Artikel yang lain di "
buka,,,"Mencatatkan harga tertinggi Rp 4.640 dan harga terendah Rp 4.530, harga saham BBRI ditutup naik Rp 90 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 4.610 per saham. Di lain sisi, harga offer terendah di Rp 4.620 per saham.  Kalau dihitung sejak 7 hari yang lalu (08 Maret 2022), harga saham BBRI hari ini sudah naik 4,06% dibanding harga saat itu (Rp 4.430).  Adapun sejak setahun lalu (15 Maret 2021) harga saham BBRI sudah naik 0,88% dari harga saat itu (Rp 4.570).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BBRI mencapai Rp 1.647,40 miliar, sedangkan volume saham yang ditransaksikan mencapai 3.577.557 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 205, maka price to earning ratio (PER) saham ini 22,05 kali. Adapun price to book value-nya (PBV) 2,37 kali.      Dari penutupan Senin (14/3), harga saham BUKA turun 6,76% dari Rp 296. Saham BUKA dibuka di atas harga penutupan sehari sebelumnya, tepatnya pada harga Rp 298 per saham.  Mencatatkan harga tertinggi Rp 300 dan harga terendah Rp 276, harga saham BUKA ditutup turun Rp 20 per saham dalam sehari.  Saat penutupan, harga bid Rp 0 per saham. Di lain sisi, harga offer terendah di Rp 276 per saham.    Bila dihitung sejak 7 hari yang lalu (08 Maret 2022), harga saham BUKA hari ini turun 4,17% dibanding harga saat itu (Rp 288).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BUKA mencapai Rp 140,90 miliar, sedangkan volume saham yang ditransaksikan mencapai 4.998.701 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp -15, maka price to earning ratio (PER) saham ini -19,73 kali. Adapun price to book value-nya (PBV) 1,28 kali.  Cek Berita dan Artikel yang lain di "
emtk,,,".         Saham big cap dengan kenaikan market cap tertinggi harian, Rabu (12/1):  1.   (3,59% | Rp 165,18 triliun)  2.   (3,44% | Rp 162,74 triliun)  3.   (1,42% | Rp 330,32 triliun)    Saham big cap dengan penurunan market cap harian terdalam, Rabu (12/1):  1.   (-2,59% | Rp 244,86 triliun)  2.   (-0,46% | Rp 131,66 triliun)    Saham big cap dengan kenaikan market cap mingguan tertinggi (Rabu, 12 Januari 2022 vs Rabu, 05 Januari 2022):  1.   (3,44% | Rp 162,74 triliun)  2.   (3,36% | Rp 939,72 triliun)  3.   (2,85% | Rp 165,18 triliun)  Saham big cap dengan presentase penurunan market cap mingguan terdalam (Rabu, 12 Januari 2022 vs Rabu, 05 Januari 2022):  1.   (-12,60% | Rp 131,66 triliun)  2.   (-1,52% | Rp 112,82 triliun)  3.   (-1,19% | Rp 624,18 triliun)    Cek Berita dan Artikel yang lain di "
buka,,,"Mencatatkan harga tertinggi Rp 390 dan harga terendah Rp 372, saham BUKA ditutup naik Rp 4 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 382 per saham. Di lain sisi, harga offer terendah di Rp 384 per saham.  Kalau dihitung sejak 7 hari yang lalu (24 Maret 2022), harga saham BUKA hari ini sudah naik 15.76 % dibanding harga saat itu (Rp 330).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BUKA mencapai Rp 314,70 miliar, sedangkan volume saham yang ditransaksikan mencapai 8.220.312 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp -15, maka price to earning ratio (PER) saham ini -25,20 kali. Adapun price to book value-nya (PBV) 1,63 kali.      Dari penutupan Rabu (30/3), harga saham BBCA naik 1,27% dari Rp 7.875. Saham BBCA dibuka di atas harga penutupan sehari sebelumnya, tepatnya pada harga Rp 7.925 per saham.  Mencatatkan harga tertinggi Rp 8.000 dan harga terendah Rp 7.875, saham BBCA ditutup naik Rp 100 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 7.950 per saham. Di lain sisi, harga offer terendah di Rp 7.975 per saham.    Jika dihitung sejak 7 hari yang lalu (24 Maret 2022), harga saham BBCA hari ini sudah naik 0.63 % dibanding harga saat itu (Rp 7.925).  Sejak setahun lalu (31 Maret 2021) harga saham BBCA sudah naik 28.32% dari harga saat itu (Rp 6.215).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BBCA mencapai Rp 895,80 miliar, sedangkan volume saham yang ditransaksikan mencapai 1.126.919 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 255, maka price to earning ratio (PER) saham ini 30,88 kali. Adapun price to book value-nya (PBV) 4,79 kali.  Cek Berita dan Artikel yang lain di "
bbri,,," PT Bank Central Asia Tbk ( ) dan PT Bank Rakyat Indonesia Tbk ( ) konsisten menjadi jawara.   Kepala Eksekutif Pengawas Pasar Modal Otoritas Jasa Keuangan (OJK), Inarno Djajadi menuturkan kinerja pasar modal Indonesia masih mencatatkan pertumbuhan yang positif dan menggembirakan di tengah gejolak pasar yang ada.    Adapun hingga Jumat (12/8), kapitalisasi pasar BEI telah mencapai Rp 9.334 triliun. Sementara IHSG parkir di level Rp 7.129,27 atau melemah 0,43% dari penutupan perdagangan sebelumnya.     ""Kinerja IHSG serta kapitalisasi pasar di BEI ini juga merupakan yang tertinggi jika dibandingkan dengan negara tetangga, bahkan hampir semua Bursa ASEAN mengalami pertumbuhan negatif,"" ucap dia.   Berdasarkan data BEI, saham BBCA menempati posisi pertama dengan  p sebesar Rp 930,57 triliun pada Januari 2022. Disusul oleh saham BBRI Rp 610,67 triliun, TLKM di Rp 415,07 triliun, BMRI sebesar Rp 345,34 triliun dan ARTO Rp 224,97 triliun.  Pada Februari 2022, market cap BBCA mengembang jadi Rp 982,44 triliun, BBRI naik ke Rp 682,69 triliun, TLKM ke Rp 429,93 triliun, BMRI menjadi Rp 355,74 triliun dan ASII Rp 234,80 triliun.  Di Maret, market cap BBCA yang turun menjadi Rp 973,28 triliun. BBRI naik ke Rp 699,20 triliun, TLKM menuju Rp 453,70 triliun, BMRI menjadi Rp 364,98 triliun dan ASII Rp 266,17 triliun.  Kapitalisasi pasar BBCA masih paling unggul di April yang mencapai Rp 991,59 triliun. Lalu ada BBRI sejumlah Rp 730,71 triliun, TLKM dengan market cap senilai Rp 457,66 triliun, BMRI sebesar Rp 413,49 triliun dan GOTO sejumlah Rp 322,14 triliun.     Kemudian pada Mei komposisi tak berubah. Kapitalisasi pasar BBCA mencapai Rp 945,82 triliun, BBRI Rp 694,70 triliun, TLKM Rp 426,95 triliun dan BMRI Rp 392,70 triliun. Sementara, market cap GOTO Rp 360,04 triliun.  Bulan berikutnya, BBCA masih bertengger di posisi pertama dengan market cap Rp 884,80 triliun. BBRI senilai Rp 622,68 triliun, GOTO Rp 459,53 triliun, TLKM Rp 396,24  triliun dan BMRI Rp 366,13 triliun.          Pada Juli, market cap BBCA naik menjadi Rp 897,10 triliun, BBRI naik jadi Rp 654,18 triliun, TLKM mencapai Rp 419,03 triliun, BMRI sebesar Rp 382,30 triliun dan GOTO senilai Rp 350,57 triliun.  Cek Berita dan Artikel yang lain di "
bbri,,,"“Oleh karena itu strategi  bank yang paling tepat bagi BRI. Tidak melulu digital, tapi tidak juga melulu konvensional. Bahwa nanti masyarakat bertransformasi menjadi masyarakat digital, kita siapkan dengan digital banking. Bahwa masyarakat sekarang masih ada yang harus dilayani secara manual, bahkan secara didatangi ke kampung-kampungnya, di desa-desa, membutuhkan kehadiran BRI, kita hadir di sana,” ujar Sunarso dalam keterangan tertulis pada Sabtu (13/8).  Hingga akhir Kuartal II 2022, kontribusi transaksi melalui outlet konvensional kantor hanya 1,9% dibanding total transaksi. Persentase itu berbanding jauh dengan transaksi e-channel yang mencapai 98,1%, yang di dalamnya termasuk transaksi dari ATM, CDM, BRILink, BRIMO dan internet banking.    Untuk merealisasikan hybrid bank bahkan BRI memiliki sumber daya yang sangat memadai. Hingga semester I/2022, BRI memiliki branchless network melalui Agen BRILink sebanyak 570 ribu di seluruh penjuru Tanah Air. Adapun target jumlah Agen BRILink hingga akhir 2022 mencapai 600.000. Sementara itu jumlah branch network BRI terus menurun Hingga akhir Kuartal II jumlah kantor BRI tercatat sebanyak 8.804 kantor.  Untuk memperkuat layanan, BRI gencar menurunkan penyuluh digital dan keuangan ke desa-desa. Tugasnya pertama, mengajari masyarakat membuka rekening secara digital. Kedua, mengajari masyarakat bertransaksi secara digital. Ketiga, mengajari masyarakat untuk menjaga rekeningnya dari kejahatan digital.  “Melalui strategi tersebut, BRI bisa menjangkau masyarakat terluar, tertinggal, dan terdepan yang kita sebut 3T. Kemudian yang paling penting adalah jangan tinggalkan masyarakat yang masih konvensional, tapi juga jangan antipati kepada masyarakat yang sudah bertransformasi menjadi masyarakat digital, ini penting kita pastikan,” tuturnya.  Berdasarkan riset internal BRI, nasabah UMKM terutama di mikro dan ultra mikro, sudah familiar dengan gawai tetapi pengetahuannya masih terbatas dengan produk-produk keuangan.  “Kemudian  masih menjadi pilihan utama dan mereka lebih senang memilih lembaga keuangan itu yang sifatnya local. Kenapa demikian? Karena mereka sebenarnya butuh agility, butuh fleksibiliti, karena memang ternyata mereka itu memiliki cash flow rata-rata tidak stabil dan kemudian mereka memilih hubungan-hubungan lewat agen daripada lewat institusi keuangan formalnya itu sendiri,” imbuh Sunarso.         Berdasarkan hal tersebut, BRI menyimpulkan untuk bisa menjangkau seluruh masyarakat Indonesia hingga di daerah-daerah tertinggal, terdepan, terbelakang, diperlukan hybrid antara digital dan juga manual.  Dengan demikian diharapkan BRI menjadi yang terdepan dalam mewujudkan aspirasi pemerintah untuk menciptakan inklusi keuangan yang mencapai 90% pada 2024. Otoritas Jasa Keuangan (OJK) melalui riset 3 tahunan menyatakan indeks inklusi keuangan Indonesia baru sekitar 76% pada 2019.  “Kesimpulan, bahwa kita siapkan digital banking, tetapi jangan meninggalkan yang manual, karena masyarakat masih membutuhkan itu. Kita ikuti saja journey-nya masyarakat dan kita pastikan bahwa seluruh program kita baik yang sifatnya manual ataupun yang digital kita kawal dari atas sampai ke bawah dan kita pastikan bahwa semua inisiatif yang kita rencanakan itu bisa dieksekusi dengan baik,” pungkas Sunarso.     Cek Berita dan Artikel yang lain di "
buka,,,"Mencatatkan harga tertinggi Rp 7.900 dan harga terendah Rp 7.825, saham BBCA ditutup naik Rp 50 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 7.850 per saham. Di lain sisi, harga offer terendah di Rp 7.875 per saham.  Bila dihitung sejak 7 hari yang lalu (22 Maret 2022), harga saham BBCA hari ini turun -0.95 % dibanding harga saat itu (Rp 7.925).  Sejak setahun lalu (29 Maret 2021) harga saham BBCA sudah naik 23.43% dari harga saat itu (Rp 6.360).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BBCA mencapai Rp 488,70 miliar, sedangkan volume saham yang ditransaksikan mencapai 621.786 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 0, maka price to earning ratio (PER) saham ini 0,00 kali. Adapun price to book value-nya (PBV) 0,00 kali.      Dari penutupan Senin (28/3), harga saham BUKA naik 3,59% dari Rp 334. Saham BUKA dibuka di atas harga penutupan sehari sebelumnya, tepatnya pada harga Rp 338 per saham.  Mencatatkan harga tertinggi Rp 354 dan harga terendah Rp 338, saham BUKA ditutup naik Rp 12 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 344 per saham. Di lain sisi, harga offer terendah di Rp 346 per saham.  Bila dihitung sejak 7 hari yang lalu (22 Maret 2022), harga saham BUKA hari ini sudah naik 11.61 % dibanding harga saat itu (Rp 310).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BUKA mencapai Rp 313,30 miliar, sedangkan volume saham yang ditransaksikan mencapai 9.055.839 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp -15, maka price to earning ratio (PER) saham ini -22,27 kali. Adapun price to book value-nya (PBV) 1,44 kali.  Cek Berita dan Artikel yang lain di "
bbca,,,"Mencatatkan harga tertinggi Rp 113 dan harga terendah Rp 102, saham BUMI ditutup naik Rp 5 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 112 per saham. Di lain sisi, harga offer terendah di Rp 113 per saham.  Jika dihitung sejak 7 hari yang lalu (21 Juli 2022), harga saham BUMI hari ini sudah naik 36.14 % dibanding harga saat itu (Rp 83).  Adapun sejak setahun lalu (28 Juli 2021) harga saham BUMI sudah naik 101.79% dari harga saat itu (Rp 56).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BUMI mencapai Rp 541,80 miliar, sedangkan volume saham yang ditransaksikan mencapai 50.404.870 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 18, maka price to earning ratio (PER) saham ini 6,00 kali. Adapun price to book value-nya (PBV) -2,30 kali.      Dari penutupan Rabu (27/7), harga saham BBCA naik 0,34% dari Rp 7.325. Saham BBCA dibuka di atas harga penutupan sehari sebelumnya, tepatnya pada harga Rp 7.375 per saham.  Mencatatkan harga tertinggi Rp 7.450 dan harga terendah Rp 7.325, saham BBCA ditutup naik Rp 25 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 7.325 per saham. Di lain sisi, harga offer terendah di Rp 7.350 per saham.    Kalau dihitung sejak 7 hari yang lalu (21 Juli 2022), harga saham BBCA hari ini turun -0.68 % dibanding harga saat itu (Rp 7.400).  Adapun sejak setahun lalu (28 Juli 2021) harga saham BBCA sudah naik 22.91% dari harga saat itu (Rp 5.980).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BBCA mencapai Rp 640,80 miliar, sedangkan volume saham yang ditransaksikan mencapai 869.083 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 262, maka price to earning ratio (PER) saham ini 27,96 kali. Adapun price to book value-nya (PBV) 4,64 kali.  Cek Berita dan Artikel yang lain di "
bbca,,,"BCA mencatatkan pendapatan bunga bersih (net interest income/NII) Rp 29,8 triliun selama semester I tahun 2022 atau naik 5,3% yoy. Pendapatan non bunga tumbuh 8,9% yoy menjadi Rp 11,1 triliun, ditopang kenaikan pendapatan fee dan komisi yang tumbuh 15,0% yoy.  Kenaikan pendapatan bunga bersih BCA tak terlepas dari peningkatan total kredit sebesar 13,8% secara tahunan per Juni 2022, didukung kenaikan berbagai aktivitas bisnis sejalan dengan pelonggaran pembatasan mobilitas. Total kredit BCA di kuartal II 2022 meningkat Rp 38,2 triliun dibandingkan kuartal sebelumnya, menjadi rekor pertumbuhan kredit tertinggi secara kuartalan (QoQ).  Sementara itu, dana giro dan tabungan (CASA) BCA naik 17,3% yoy, salah satunya ditopang peningkatan frekuensi transaksi. Di sisi profitabilitas, BCA dan entitas anak membukukan laba bersih sebesar Rp 18,0 triliun di semester I 2022 atau tumbuh 24,9% yoy.  “Kami melihat momentum permintaan kredit modal kerja yang kuat menjelang perayaan Idul Fitri di kuartal II 2022, serta minat kredit konsumer yang terus membaik. Kami mencatat adanya peningkatan permintaan atas KPR dan KKB selama pelaksanaan BCA Expoversary 2022. Jumlah aplikasi kredit di expoversary tahun ini mampu melebihi capaian rata-rata per event di tahun lalu,” ucap Presiden Direktur BCA Jahja Setiaatmadja secara virtual pada Rabu (27/7).    Pertumbuhan kredit BCA terjadi di seluruh segmen, terutama ditopang kredit korporasi yang naik 19,1% yoy mencapai Rp 310,2 triliun per Juni 2022. Kredit komersial dan UKM menjadi segmen dengan pertumbuhan tertinggi kedua, naik 10,9% yoy mencapai Rp 197,5 triliun.  Sementara itu, KPR BCA tumbuh 8,5% yoy menjadi Rp101,6 triliun. KKB naik 4,8% yoy menjadi Rp43,2 triliun, setelah rebound dari tekanan di masa pandemi. Saldo outstanding kartu kredit BCA juga tumbuh 10,7% yoy menjadi Rp 12,7 triliun, sehingga total portofolio kredit konsumer naik 7,6% yoy menjadi Rp 160,5 triliun.  Secara keseluruhan, total kredit BCA naik 13,8% yoy menjadi Rp 675,4 triliun per semester I 2022. Sehubungan dengan penyaluran kredit untuk sektor-sektor berkelanjutan (sustainable), portofolio BCA tumbuh sebesar 21,8% yoy menjadi Rp 169,5 triliun per Juni 2022.  Pembiayaan yang BCA berikan termasuk untuk sektor energi terbarukan, di antaranya mencakup proyek pembangkit listrik tenaga surya, air, minihidro, biogas, dan biomassa. Proyek-proyek ini tersebar pada 13 wilayah di Indonesia, dengan total kapasitas listrik yang dihasilkan hampir mencapai 200 MW.  ""Selain itu, kami juga baru saja memberikan pembiayaan sekitar Rp 472 miliar kepada perusahaan yang bergerak pada industri kertas daur ulang, guna mendukung ekonomi sirkular,” tutur Jahja.         Pertumbuhan kredit BCA diikuti perbaikan kualitas pinjaman, sejalan dengan portofolio kredit yang direstrukturisasi berangsur kembali ke pembayaran normal. Rasio loan at risk (LAR) turun ke 12,3% di semester I 2022, dibandingkan 19,1% di tahun sebelumnya. Rasio kredit bermasalah (non-performing loan) terjaga sebesar 2,2%, didukung relaksasi restrukturisasi.  Di sisi pendanaan, CASA BCA naik 17,3% yoy menjadi Rp 817,8 triliun per Juni 2022 dan berkontribusi hingga 81% dari total dana pihak ketiga. Pertumbuhan CASA menjadi penopang utama pencapaian dana pihak ketiga, untuk pertama kali, menyentuh milestone Rp 1.000 triliun.  Per Juni 2022, total dana pihak ketiga tumbuh 12,9% yoy menjadi Rp 1.011 triliun, sehingga turut mendorong total aset BCA naik 11,9% yoy menjadi Rp 1.264,5 triliun. Solidnya pendanaan CASA sejalan dengan peningkatan aktivitas perbankan transaksi. Per semester I 2022, total volume transaksi naik 40% yoy mencapai 10 miliar transaksi, yang mayoritas berasal dari mobile banking.    Pengembangan solusi digital secara konsisten menjadi modal utama untuk mempertahankan kekuatan BCA di segmen perbankan transaksi. Dalam rangka mendukung inisiatif dari regulator untuk menciptakan sistem pembayaran Indonesia yang modern, BCA telah mengimplementasikan infrastruktur BI-FAST pada platform myBCA, KlikBCA (internet banking BCA), dan BCA mobile.  Total nilai transaksi BI-FAST yang diproses BCA mencapai Rp 271 triliun, dengan frekuensi 67 juta transaksi, sampai dengan Juni 2022. Terkait pengembangan myBCA yang dipersiapkan menjadi aplikasi pelayanan terintegrasi di masa depan, BCA telah menambahkan fitur KPR instant top up, pembayaran tagihan handphone pascabayar, push notification personal, hingga transfer virtual account single billing di kuartal II 2022.    Cek Berita dan Artikel yang lain di "
bbca,,,"  Ia juga menghimbau kepada nasabah BCA untuk senantiasa berhati-hati terhadap berbagai macam modus penipuan yang mengatasnamakan BCA. Ia mengingatkan agar nasabah selalu kerahasiaan data perbankan.  Asal tahu saja, Layanan Mobile Banking atau M-Banking BCA mengalami gangguan atau eror pada Senin (1/8).  Namun, nasabah masih tetap dapat melakukan transaksi finansial melalui kanal pembayaran lainnya seperti internet banking (KlikBCA), aplikasi myBCA, EDC BCA dan ATM BC.            Cek Berita dan Artikel yang lain di "
buka,,,"Mencatatkan harga tertinggi Rp 4.740 dan harga terendah Rp 4.690, saham BBRI ditutup naik Rp 20 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 4.700 per saham. Di lain sisi, harga offer terendah di Rp 4.710 per saham.  Kalau dihitung sejak 7 hari yang lalu (23 Maret 2022), harga saham BBRI hari ini sudah naik 1,29% dibanding harga saat itu (Rp 4.650).  Adapun sejak setahun lalu (30 Maret 2021) harga saham BBRI sudah naik 4,67% dari harga saat itu (Rp 4.500).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BBRI mencapai Rp 392,50 miliar, sedangkan volume saham yang ditransaksikan mencapai 833.644 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 205, maka price to earning ratio (PER) saham ini 22,88 kali. Adapun price to book value-nya (PBV) 2,46 kali.      Dari penutupan Selasa (29/3), harga saham BUKA naik 9,25% dari Rp 346. Saham BUKA dibuka di atas harga penutupan sehari sebelumnya, tepatnya pada harga Rp 354 per saham.  Mencatatkan harga tertinggi Rp 380 dan harga terendah Rp 342, harga saham BUKA ditutup naik Rp 32 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 378 per saham. Di lain sisi, harga offer terendah di Rp 380 per saham.    Jika dihitung sejak 7 hari yang lalu (23 Maret 2022), harga saham BUKA hari ini sudah naik 25,17% dibanding harga saat itu (Rp 302).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BUKA mencapai Rp 476,50 miliar, sedangkan volume saham yang ditransaksikan mencapai 13.100.876 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp -15, maka price to earning ratio (PER) saham ini -23,07 kali. Adapun price to book value-nya (PBV) 1,49 kali.  Cek Berita dan Artikel yang lain di "
