12/06/21 19.28;;;
Bunda! Cek Dulu Yuk Harga Emas Antam Sepekan Ini;;;
Harga l ogam mulia emas PT Aneka Tambang Tbk atau lebih dikenal dengan sebutan emas Antam mengalami penurunan pada hari ini, Sabtu (12/6/2021). K;;;
02/08/18 07.56;;;
Jelang Pembukaan Bursa, Simak Lagi Kabar dari 7 Emiten Ini;;;
;;;
16/08/18 12.04;;;
Harga Komoditas Tambang Anjlok, Saham ANTM Merosot 4,05%;;;
;;;
24/06/21 10.10;;;
Masih Pagi, Tiba-tiba Saham ANTM-INCO cs Tancap Gas;;;
Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan yang baru saja meresmikan operasi produksi fasilitas pengolahan dan pemurnian (smelter) nikel. Berikut gerak saham nikel pukul 09.36 WIB: Saham NIKL menjadi yang paling menguat, yakni sebesar 4,12% ke Rp 1.390/saham. Dengan ini, saham NIKL sudah melaju kencang selama 3 hari beruntun. Dalam sepekan saham ini sudah melesat 18,72%, sementara dalam sebulan melejit 26,36%. Saham INCO juga berhasil naik 0,92% ke Rp 4.390/saham. Saham INCO berhasil rebound setelah kemarin ambles 1,58%. Selain itu, saham ANTM juga berhasil memantul lagi ke zona hijau setelah melompat 0,89% ke Rp 2.270/saham. Dalam sepekan saham ini masih terkoreksi 2,15%, sementara dalam sebulan turun 2,15%. Adapun harga nikel kontrak 3 bulan di London Metal Exchange (LME) Sebelumnya, Menteri  Luhut Binsar Pandjaitan baru saja meresmikan operasi produksi smelter nikel dengan teknologi High Pressure Acid Leaching (HPAL) di Pulau Obi, Halmahera Selatan, Maluku Utara, kemarin, Rabu (23/06/2021). Smelter HPAL ini dioperasikan oleh PT Halmahera Persada Lygend (HPL) dan diperkirakan memakan biaya mencapai lebih dari US$ 1 miliar atau sekitar Rp 14,4 triliun (asumsi kurs Rp 14.400 per US$). Luhut mengatakan bahwa teknologi pengolahan untuk bijih nikel bisa melalui jalur RKEF (pirometalurgi) maupun HPAL (hidrometalurgi) seperti yang ada di Pulau Obi ini. Proyek smelter nikel dengan teknologi HPAL ini akan banyak memanfaatkan bijih nikel dengan kadar yang lebih rendah (nikel limonit), yang jumlahnya sangat melimpah di Indonesia. Ini merupakan bagian dari optimasi atau peningkatan nilai tambah dari sumber daya mineral yang dimiliki Indonesia. Dengan nilai investasi smelter HPAL dari PT Halmahera Persada Lygend (HPL) ini lebih dari US$ 1 miliar, diharapkan akan dapat menjadi faktor pendorong dan berkontribusi terhadap peningkatan kesejahteraan di daerah, seperti peningkatan pendapatan daerah, penyerapan tenaga kerja lokal, pembangunan infrastruktur, peningkatan kualitas pendidikan dan kesehatan.;;;
01/07/21 12.25;;;
Diduga Terseret Skandal Impor Emas Rp 47 T, ANTM Dicecar BEI;;;
"Emiten BUMN pertambangan emas, PT Aneka Tambang Tbk (ANTM) memberikan penjelasan kepada Bursa Efek Indonesia (BEI) terkait dengan tudingan dugaan keterlibatan skandal impor emas senilai Rp 47 triliun yang dipertanyakan otoritas bursa saham RI ini. Corporate Secretary Division Head Antam, Yulan Kustiyan menyampaikan, perseroan melakukan impor emas atau disebut   (emas hasil tuangan dengan berat 1 kg) untuk bahan baku produk Logam Mulia (LM). r tersebut akan dilebur dan diolah menjadi produk hilir emas di pabrik pengolahan dan pemurnian yang dikelola Unit Bisnis Pengolahan dan Pemurnian (UBPP) Logam Mulia. Emas   yang diimpor ANTAM masuk ke golongan emas   dalam bentuk bongkah, ingot atau batang tuangan. Emas tersebut digunakan Antam sebagai bahan baku yang kemudian dilebur dan diolah kembali menjadi produk hilir emas di pabrik pengolahan dan pemurnian UBPP Logam Mulia. ""Terkait impor   yang dilakukan Antam, telah dijelaskan kepada pihak terkait bahwa perusahaan melakukan impor emas (gold casting bar) dengan kategori pos tarif 7108.12.10 berdasarkan fakta maupun   yang ada di lapangan,"" kata Yulan, dalam penjelasan atas pertanyaan BEI, dalam keterbukaan informasi, Kamis (1/7/2021). Antam, kata dia, juga senantiasa menerapkan praktik Good Corporate Governance (GCG), melaksanakan seluruh kewajiban sebagai importir, termasuk aspek perpajakan, dan senantiasa bekerjasama dengan pihak-pihak terkait untuk mendukung penerapan tata kelola impor sesuai dengan ketentuan yang berlaku. Sebelumnya, kasus ini mengemuka ke publik setelah diungkap oleh Anggota Komisi III DPR, Arteria Dahlan. Ia menyebut adanya skandal impor emas senilai Rp 47,1 triliun yang diduga melibatkan Antam dan Kantor Pelayanan Utama Direktorat Jenderal Bea dan Cukai Bandara Internasional Soekarno-Hatta, Cengkareng, Banten. Negara Indonesia, berdasarkan perhitungan Dahlan, diperkirakan mengalami kerugian sebesar Rp 2,9 triliun. ""Ada indikasi ada perbuatan manipulasi pak. Pemalsuan, menginformasikan hal yang tidak benar. Sehingga produk tidak dikenai bea impor. Produk tidak dikenai bea impor, produk tidak dikenai pajak penghasilan impor pak. Potensi kerugian negaranya pak Rp 2,9 triliun. Ini bukan uang kecil pak di saat kita lagi susah,"" kata Arteria, dalam Rapat antara Komisi III DPR RI dan Kejaksaan Agung, Senin (14/06/2021). Pada perdagangan Kamis, saham ANTM terpantau melemah 3,48% ke level Rp 2.220 per saham. Dalam sebulan terakhir, saham Antam terkoreksi 11,90% dengan nilai kapitalisasi pasar Rp 53,35 triliun.";;;
07/07/21 10.40;;;
Ramai-ramai Profit Taking, Saham TINS-ANTM-INCO cs Ambruk;;;
 Mayoritas saham emiten tambang nikel ambles ke zona merah pada awal perdagangan pagi ini, Rabu (7/7/2021). Koreksi ini terjadi seiring para pelaku pasar mulai merealisasikan aksi ambil untung (profit taking) setelah Selasa (6/7) kemarin saham-saham tersebut melesat. Berbeda dari perdagangan kemarin, pagi ini investor asing cenderung melakukan aksi jual bersih (net sell) terhadap saham-saham nikel. Berikut gerak saham nikel, pukul 09.50 WIB mengacu data BEI: Menurut data di atas, dari 7 saham yang diamati 6 saham memerah, sementara 1 saham sisanya menguat. Saham emiten pelat merah TINS menjadi yang paling ambles, yakni 3,80% ke Rp 1.520/saham, setelah kemarin melonjak 8,97%. Asing tercatat ramai-ramai melego saham TINS Rp 11,41 miliar, menjadikan saham TINS sebagai salah satu saham yang paling banyak dijual asing pagi ini. Kendati merosot, selama sepekan saham ini naik 2,01%. Sepanjang 3 bulan pertama 2021 TINS membukukan laba bersih di kuartal I-2021 sebesar Rp 10,34 miliar. Perseroan membukukan perbaikan kinerja setelah pada periode yang sama tahun lalu, mengalami kerugian Rp 412,85 miliar. Perseroan berhasil menekan beban keuangan menjadi Rp 98,56 miliar rupiah dibandingkan Rp 214,36 miliar tahun lalu, walau penjualan menurun 44,77% menjadi hanya Rp 2,44 triliun rupiah saja dibandingkan Rp 4,43 triliun rupiah di kuartal pertama tahun lalu. Di posisi kedua, ada saham emiten besutan taipan Kiki Barki, HRUM, yang ambles 2,87%, setelah kemarin ditutup naik 3,47%. Pelemahan ini diikuti aksi jual bersih asing senilai Rp 1,56 miliar. Sepanjang 3 bulan pertama 2021, laba bersih HRUM tercatat melonjak secara signifikan sebesar 2.044,38%. Angka tersebut tumbuh dari US$ 821,38 ribu atau setara dengan Rp 11,50 miliar (asumsi kurs US$ 1 = Rp 14.000) pada triwulan I 2020, menjadi US$ 17,61 juta atau setara dengan Rp 246,58 miliar pada periode yang sama 2021. Namun, melesatnya laba bersih perusahaan diiringi dengan penurunan penjualan dan pendapatan usaha sebesar 6,72% menjadi US$ 57,08 juta (Rp 799,12 miliar) pada 3 bulan pertama 2021. Adapun duo saham INCO-ANTM juga terimbas profit taking, yakni secara berturut-turut sebesar 2,43% dan 2,43%. Kemarin, kedua saham tersebut melonjak 4,01% dan 10,71%. Mengenai kinerja keuangan terbaru, ANTM mencatatkan laba bersih di kuartal I-2021 sebesar Rp 630,37 miliar. Laba bersih ini naik dari periode yang sama tahun lalu yang mana perusahaan mengalami kerugian bersih Rp 281,83 miliar. Naiknya laba bersih ANTM didongkrak oleh tumbuhnya pendapatan perusahaan hingga 77% secara tahunan (year-on-year/YoY) dari semula Rp 5,20 triliun kini menjadi Rp 9,21 triliun. Sementara, saham PURE menjadi satu-satunya yang naik, yakni 2,83% ke Rp 109/saham, setelah kemarin saham ini ditutup stagnan di posisi Rp 106/saham. Berdasarkan data London Metal Exchange (LME), harga komoditas nikel kontrak pembelian 3 bulan naik 0,99% ke US$ 18.550/ton secara harian pada Selasa (6/7). Adapun dalam sepekan, harga nikel terapresiasi 0,59%, sementara dalam sebulan menguat 5,01%.;;;
25/06/21 13.15;;;
Semenarik Apa Saham Nikel ANTM-INCO dkk? Cek Rekomendasinya;;;
"Emiten di sektor pertambangan nikel dinilai mempunyai prospek untuk terus bertumbuh. Sebab itu investor bisa mengoleksi saham-saham yang masih   (murah) di kedua segmen tambang tersebut. , untuk saham nikel, sentimen positifnya ialah potensi penggunaan nikel sebagai energi masa depan akan terus dibutuhkan seiring dengan pengembangan mobil listrik secara global. Seperti diketahui, nikel adalah salah satu komponen penting dalam bahan baku baterai untuk kendaraan listrik. ""Nikel ke depan akan dibutuhkan dengan mobil listrik di AS dan China, Tesla  [tertinggi dalam sejarah], bulan depan pemerintah   [peletakan batu pertama] pabrik baterai nasional, ini akan jadi awal ekspor baterai,"" kata CEO Sucor Sekuritas, Bernadus Wijaya, dalam wawancara dengan CNBC Indonesia, Kamis (24/6/2021) di Program InvesTime. Sentimen ini akan turut berimbas positif pada saham PT Aneka Tambang Tbk (ANTM) dan PT Vale Indonesia Tbk (INCO). Terlebih lagi, negara-negara G7 sudah melarang penggunaan batu bara dan merekomendasikan untuk menggunakan energi rendah karbon. ""Asing tidak berinvestasi di saham batu bara, mengalihkan ke  ,"" bebernya. Dia pun menilai sentimen Tesla yang sebelumnya berminat membangun pabrik baterai di Indonesia sudah berakhir karena untuk investasi pengembangan, setidaknya masih dibutuhkan waktu riset yang cukup panjang. Investor bisa mencermati kinerja keuangan emiten di sektor ini pada kuartal kedua. ""  Tesla sudah berakhir,"" imbuhnya. Untuk saham pilihan di sektor nikel ini, Sucor Sekuritas merekomendasikan ANTM dengan harga pembelian Rp 2.243 sampai dengan Rp 2.300 dan target fundamental di akhir tahun Rp 3.900. Bernadus melanjutkan ANTM juga berencana melakukan ekspansi lahan penambangan dan diperkirakan akan mendapatkan dampak positif jika harga nikel mengalami kenaikan US$ 16.000 per ton. Sedangkan, untuk INCO, Sucor merekomendasikan INCO dengan target pembelian Rp 4.300 dan target fundamental di harga Rp 7.800. Data BEI mencatat pada sesi I, Jumat ini (25/6), saham ANTM ditutup naik 3,11% di Rp 2.320/saham dengan kenaikan sepekan 4,04%. Sementara itu saham INCO ditutup juga naik 4,14% di Rp 4.530/saham dengan kenaikan sepekan 5,10%.";;;
12/07/21 12.03;;;
Dua Faktor Ini Ikut Dorong IHSG Akhiri Sesi 1 di Jalur Hijau;;;
Indeks Harga Saham Gabungan (IHSG) terus melaju di zonahijau sepanjang perdagangan sesi pertama Senin (12/7/2021), di tengah reli saham kesehatan rumah sakit dan nikel. Menurut data PT Bursa Efek Indonesia, IHSG berakhir di level 6.089,029 atau lompat 49,2 poin (+0,81%) setelah sepanjang perdagangan pagi berada di zona hijau dengan level pembukaan di 6.060,054 atau menguat 0,33%. IHSG bahkan sempat menyentuh level tertinggi harian di 6.097,12 pada beberapa menit terakhir jelang penutupan sesi satu dengan level terendah hanya pada 6.055,986. Sebanyak 243 saham naik, 240 lain melemah, dan 159 sisanya flat. Nilai transaksi bursa hari ini meningkat, ke kisaran Rp 7,4 triliun yang melibatkan 10 miliaran saham dalam transaksi 748.000-an kali. Investor asing tercatat melakukan pembelian bersih ( ) senilai Rp 68,6 miliar.  Saham yang diburu asing adalah PT Bank Central Asia Tbk (BBCA) dan PT Unilever Indonesia Tbk (UNVR) dengan nilai pembelian masing-masing sebesar Rp 41,8 miliar dan Rp 21,4 miliar. Kedua saham tersebut melesat masing-masing sebesar 2,3% dan 3,8% menjadi Rp 30.800 dan Rp 5.075/saham. Sebaliknya, saham yang dilego asing terutama PT Sarana Meditama Metropolitan Tbk (SAME) dan PT Bank Rakyat Indonesia Tbk (BBRI) dengan nilai penjualan masing-masing sebesar Rp 16,1 miliar dan Rp 13,1 miliar. Keduanya terkoreksi, masing-masing sebesar 1,3% dan 0,8% menjadi Rp 770 dan Rp 3.770/unit saham. Saham PT Bundamedik Btk (BMHS) kali ini merajai transaksi dengan nilai Rp 375,9 miliar diikuti saham PT Aneka Tambang (ANTM) sebesar Rp 105,4 miliar. Keduanya kompak menguat, masing-masing sebesar 34,85% dan 0,8% menjadi Rp 1.030 dan Rp 2.610/saham.  Penguatan BMHS terjadi di tengah makin tingginya   (BOR) di Indonesia menyusul gelombang kedua pandemi, sehingga saham-saham sektor layanan kesehatan dan rumah sakit diburu karena ekspektasi akan terjadi kenaikan layanan rumah sakit.  Per Minggu (11/7/2021) pukul 12.00 WIB, kasus baru Covid-19 tercatat bertambah 36.197, sehingga total kasus Covid-19 di Indonesia menembus angka psikologis 2,5 juta atau tepatnya 2.527.203.  Angka ini lagi-lagi menjadikan Indonesia memimpin kenaikan kasus Covid-19 global di posisi wahid mengalahkan India di tempat kedua dengan catatan kenaikan 35.276 kasus per hari. Tingginya penularan tersebut mensyaratkan tambahan dana APBN bagi penanganan Covid-19. Dari pasar komoditas, kabar positif berhembus dari kontrak berjangka knikel, yang pada pagi ini melesat 2,05%, atau US$377,5, menjadi US$ 18.750/ton. Lonjakan yang dipicu ekspektasi pemulihan ekonomi ini memicu kenaikan harga Antam selaku produsen utama nikel nasional.;;;
04/09/18 15.56;;;
Rupiah Terperosok ke Rp14.900/US$, Saatnya Investasi di Emas?;;;
;;;
10/09/18 08.21;;;
IHSG Terbebani Pelemahan Rupiah, Cermati Aksi Emiten Berikut;;;
;;;
06/09/18 11.52;;;
Gejolak di Pasar Saham Reda, Harga Emas Antam Naik 1%;;;
;;;
06/09/18 15.38;;;
Rupiah Melemah, TINS dan PTBA Ketiban Pulung;;;
;;;
12/09/18 13.04;;;
Antam Naikkan Target Produksi Emas, Jadi 25 Ton di 2018;;;
;;;
14/09/18 12.21;;;
Tensi Global Mereda, Harga Emas Masih Lanjut Naik;;;
;;;
13/09/18 08.27;;;
IHSG Cenderung Terkoreksi, 4 Saham Ini Masih Berpotensi Naik;;;
;;;
13/09/18 07.51;;;
Dari ANTM hingga FILM, Cermati Kabar Emiten sebelum Transaksi;;;
;;;
17/09/18 11.07;;;
Pefindo Baru Naikkan Peringkat, Harga Antam Malah Turun;;;
;;;
09/05/18 07.04;;;
Saham BTPS Meroket, Anak Usaha ELSA Merger, Laba ANTM Naik;;;
;;;
21/05/18 14.21;;;
Temukan Cadangan Emas, Saham Antam Naik di Atas 4%;;;
;;;
22/05/18 06.45;;;
Langkah Antam Membidik Tambang Emas Raksasa di Sumbawa;;;
;;;
21/05/18 15.08;;;
Bangun Pabrik Stainless Steel, Antam Seleksi 4 Calon Investor;;;
;;;
07/06/18 11.14;;;
IHSG Menguat 0,4%, Berikut 5 Saham Teraktif Hari Ini;;;
;;;
08/06/18 11.42;;;
Hingga Mei 2018, Antam Jual Emas 12 Ton;;;
;;;
13/07/18 08.47;;;
Saham ANTM Cenderung Menguat Beberapa Hari ke Depan;;;
;;;
13/07/18 18.26;;;
"Inilah ""Harta Karun"" yang Diincar Antam dari Tambang Freeport";;;
;;;
13/07/18 18.18;;;
Bos Antam Bicara Potensi Sinergi dengan Freeport;;;
;;;
13/07/18 19.48;;;
Semester I-2018, Penjualan Emas Antam Meroket 385%;;;
;;;
18/07/18 20.01;;;
Prioritas untuk BUMN/BUMD, Pemerintah Lelang 6 Lahan Tambang;;;
;;;
17/07/18 11.08;;;
Bos Antam Bicara Freeport Sampai Tambang Emas Raksasa;;;
;;;
27/09/18 11.25;;;
Produksi Feronikel Naik 50%, ANTM Rampungkan Pabrik Tahun ini;;;
;;;
18/09/18 07.54;;;
IHSG Anjlok di Awal Pekan, Aksi Emiten Ini Layak Disimak;;;
;;;
28/09/18 07.19;;;
Suku Bunga Acuan BI Naik, Perhatikan 5 Aksi Emiten Berikut;;;
;;;
25/10/18 10.16;;;
Saham Tambang Berguguran, Saat IHSG Tergelincir;;;
;;;
12/10/18 13.44;;;
Hasil IMF-WB Meetings, Antam Bangun Pabrik Nikel Rp 4,8 T;;;
;;;
01/11/18 12.09;;;
Risiko Global Berkurang, Harga Emas Lanjutkan Tren Turun;;;
;;;
26/10/18 12.22;;;
Harga Emas Dunia Naik, Antam Justru Turunkan Harga;;;
;;;
09/11/18 15.28;;;
Metode Perhitungan Diubah, Harga Saham Ini Bakal Koreksi;;;
;;;
15/11/18 17.38;;;
Kuartal III-2018, Penjualan Emas Antam Naik 221%;;;
;;;
09/11/18 17.14;;;
Saham Big Caps Jadi Korban Aturan Free Float, Ini Daftarnya;;;
;;;
01/12/18 07.19;;;
Penjualan Emas Melesat, Antam Raup Laba Fantastis;;;
;;;
01/12/18 13.00;;;
Inalum Putar Otak Siasati Lonjakan Biaya Produksi;;;
;;;
20/09/19 07.17;;;
The Fed Masih Galau, Harga Emas Dunia bak Roller Coaster!;;;
;;;
20/09/19 09.19;;;
Pilih Mana nih, Pegang Dolar AS atau Investasi Emas?;;;
;;;
20/09/19 09.48;;;
Dolar AS Keok, Harga Emas Antam Ngegas Lagi! Naik Rp 4.000;;;
 ;;;
27/09/19 12.47;;;
Dahsyat! IHSG Melempem, 7 Saham LQ45 Melesat Lebih 30%;;;
;;;
23/09/19 07.12;;;
Sepekan Melejit, Bagaimana Harga Emas Global Hari Ini?;;;
 - Harga harga emas di pasar   dunia sudah melejit 1,9% pada pekan lalu, dari level US$ 1.488,45/troy ons menjadi US$ 1.516,75/troy ons mengacu data Refinitiv. Kenaikan harga emas ini pun mendongkrak harga emas Antam yang menjadi instrumen investasi di Indonesia. Sejatinya, ada sentimen yang mendukung bagi harga emas Antam untuk menguat lebih signifikan lagi, yakni apresiasi yang besar yang dibukukan harga emas dunia. Harga emas dunia menguat seiring dengan ketegangan yang terjadi di timur tengah. Pada akhir pekan sebelumnya (14/9), serangan menggunakan   diluncurkan ke Arab Saudi dan menyebabkan kerusakan di kilang minyak terbesar dunia dan ladang minyak terbesar kedua di kerajaan tersebut. Kaum pemberontak Houthi yang berasal dari Yemen mengklaim menjadi pihak yang bertanggung jawab atas serangan tersebut. Namun begitu, AS menuduh Iran sebagai dalang yang sebenarnya, sebuah tuduhan yang langsung dibantah sendiri oleh Iran. Presiden AS Donald Trump mengatakan bahwa AS siap untuk melakukan serangan, namun pihaknya menunggu konfirmasi dari Arab Saudi terkait dengan dalang di balik serangan tersebut sebelum meluncurkan aksi balasan. Tuduhan dari AS ini kemudian dikonfirmasi oleh pernyataan dari koalisi militer yang dipimpin oleh Arab Saudi bahwa serangan ke infrastruktur perminyakan tersebut dieksekusi menggunakan senjata milik Iran dan tak berasal dari Yemen. Untuk diketahui, tensi antar AS dan Iran memang sudah memanas dalam beberapa waktu terakhir. Hubungan kedua negara mulai memanas pasca AS menarik diri dari kesepakatan internasional yang bertujuan untuk membatasi ruang gerak Iran dalam mengembangkan senjata nuklir. Kekhawatiran hubungan AS-Iran ini sukses membuat pelaku pasar menambatkan hatinya pada emas selaku  . Harga emas di pasar   merupakan salah satu variabel yang menentukan harga emas Antam. Ketika harga emas di pasar   naik, maka harga emas Antam akan cenderung terkerek naik. Begitu juga sebaliknya, jika harga emas di pasar   melemah, maka harga emas Antam juga akan cenderung melemah. Namun nyatanya, kenaikan harga emas di pasar   yang signifikan tak bisa mengerek naik harga emas Antam dengan tinggi. Padahal kalau ditilik lebih lanjut, kinerja rupiah juga mendukung bagi harga emas Antam untuk mencetak kenaikan yang lebih tinggi. Sepanjang pekan lalu, rupiah melemah 0,64% melawan dolar AS di pasar  , dari level Rp 13.960/dolar AS ke level Rp 14.050/dolar AS. Rupiah menjadi mata uang dengan kinerja terburuk kedua di kawasan Asia. Kinerja rupiah hanya lebih baik ketimbang won yang membukukan pelemahan hingga 1,22%. Ketika rupiah melemah, apalagi dengan besaran yang signifikan seperti itu, seharusnya harga emas Antam bisa terkerek naik lebih tinggi lagi. Namun sekali lagi, bukan itu yang kita dapati pada pekan lalu. Tampaknya, pelaku pasar yang sudah cukup lama memegang emas Antam mulai merealisasikan keuntungan yang sudah mereka raup sehingga kenaikan harga pada pekan ini menjadi terbatas. Di sisi lain, pelaku pasar yang baru saja membeli emas Antam tampak masih harus bersabar. Dibutuhkan katalis yang sangat kuat untuk kembali mendongkrak harga emas Antam dengan signifikan.;;;
23/09/19 11.15;;;
Setelah Melonjak, Harga Emas Antam Terpeleset Rp 1.000/gram;;;
;;;
02/10/19 07.24;;;
Emas Dunia Melesat di Q3, Apa Kabar Harga Emas Antam?;;;
;;;
02/10/19 11.19;;;
Lumayan! Kemarin Amblas Ceban, Harga Emas Antam Rebound nih;;;
     ;;;
20/11/19 09.25;;;
Trump Bikin Harga Emas Antam Melesat Lagi Rp 702.000/gram;;;
;;;
21/11/19 06.32;;;
Dear Investor & Trader, Begini Nih Arah Pergerakan Harga Emas;;;
;;;
21/11/19 10.15;;;
Emas Dunia Siap Terbang, Harga Emas Antam Diam Seribu Bahasa;;;
Data di situs  milik Antam, Kamis ini (21/11/19) menunjukkan besaran harga emas kepingan 100 gram berada pada Rp 70,2 juta/batang, sama dengan Rabu kemarin. Kenaikan tipis harga emas pada Rabu kemarin ;;;
06/01/20 17.50;;;
Harga Emas Kian Kinclong, Seberapa Besar Cuan Saham Antam?;;;
 - Harga emas di pasar spot global awal 2020 melesat setelah Amerika Serikat (AS) saling berbalas serangan dengan Republik Iran, alhasil saham PT Aneka Tambang Tbk (ANTM) terkena imbas positif yang membuat harga sahamnya naik.;;;
12/02/20 09.30;;;
Stimulus China Baik Bagi Saham, Tapi Tekan Harga Emas Antam;;;
 ;;;
23/12/19 10.18;;;
Ini Kenapa yah Harga Emas Antam Stagnan Rp 702.000/gram?;;;
 ;;;
03/02/20 06.43;;;
Corona Bikin Cemas, Siap-siap Harga Emas Melesat Lagi;;;
"- Harga  kembali naik dan berada di jalur kenaikan tertingginya dalam 5 bulan terakhir karena kekhawatiran perlambatan ekonomi yang timbul dari epidemi virus corona sehingga investor memburu aset aman alias   seperti logam mulia. Harga emas di pasar spot global naik 0,75% menjadi US$ 1.585,8 per ounce. Harga logam kuning tersebut telah naik 4%, emas berada di jalur terbaiknya sejak bulan Agustus. Sedangkan harga emas berjangka di AS juga naik 0,1% menjadi US$ 1.590,8 per ounce. Organisasi Kesehatan Dunia (WHO) pada hari Kamis (30/1/2020) secara resmi menyatakan bahwa virus korona sebagai keadaan darurat secara global. Namun, WHO juga menyatakan tidak melakukan pembatasan perjalanan maupun perdagangan dengan China. Sejauh ini, virus corona telah merenggut 259 nyawa sejauh ini di China dan telah menyebar setidaknya ke 21 negara. China sebagai negara dengan ekonomi terbesar ke-2 di dunia berpotensi mengalami penurunan pertumbuhan ekonomi karena wabah tersebut. Akibatnya, negara-negara lain juga berpotensi mengalami penurunan pertumbuhan akibat perdagangan yang menurun, sehingga emas akan diburu sebagai pengaman harta. ""Pada titik ini, dampak dari virus bukanlah sesuatu yang dapat diabaikan oleh ekonomi China, akan ada pukulan terhadap pertumbuhan, yang besarnya akan sulit untuk dilihat secara rinci untuk sementara waktu,"" sebut Ilya Spivak, ahli strategi mata uang senior di DailyFX, dikutip Reuters. ""Virus dan potensinya untuk mempengaruhi ekonomi global secara negatif membuat emas tetap cenderung naik,"" sebut analis Saxo Bank, Ole Hansen. Sementara itu, survei yang dilakukan NBS menunjukkan aktivitas pabrik dan layanan perusahaan China stabil di angka 50, akan tetapi kemungkinan survei tersebut dilakukan sebelum virus corona yang berasal dari kota Wuhan tersebut meluas. Sementara dari Eropa, Inggris secara resmi akan meninggalkan Uni Eropa satu jam sebelum Jumat tengah malam (31/1/2020).";;;
17/02/20 10.30;;;
Masih Takut Corona, Harga Emas Antam Drop Rp 1.000/gram;;;
 ;;;
15/02/20 11.16;;;
Gegara Dolar AS, Begini Gerak Harga Emas Dunia Sepekan;;;
;;;
14/02/20 06.59;;;
Corona Menggila, Harga Emas Dunia Melesat;;;
;;;
19/02/20 10.14;;;
Emas Global Cetak Rekor, Emas Antam Ikut Loncat Goceng;;;
   ;;;
18/02/20 07.30;;;
3 Negara Terancam Resesi, Siap-siap Harga Emas Berkilau Lagi;;;
;;;
27/02/20 10.02;;;
Virus Corona Kini Serang Swiss, Harga Emas Antam Tembus Rekor;;;
   ;;;
20/03/20 09.15;;;
Cihuy! Harga Emas Antam Hari Ini Terbang Rp 10.000;;;
Jumat 20 naik 1,31% 10 75 65 Kenaikan  spot  20 7,5 76,5 743.000 melemah 1,5% sebesar Rp 11.000  32;;;
20/02/20 07.07;;;
Usai Tertinggi 7 Tahun, Siap-siap Emas Tembus Rekor Lagi;;;
;;;
28/02/20 13.05;;;
IHSG-Rupiah Keok, Harga Emas Antam Rekor Lagi Rp 767.000/gram;;;
 ;;;
02/03/20 06.54;;;
60 Negara Terjangkit Corona, kok Investor Ramai Jual Emas?;;;
;;;
02/03/20 10.02;;;
Emas Dunia Rebound, Emas Antam Naik Rp 4.000/gram;;;
   ;;;
29/02/20 18.40;;;
Tenang! Harga Emas Antam Masih Kokoh, Cuma Hari Ini Ambles;;;
;;;
03/03/20 09.32;;;
RI Terpapar Corona, Harga Emas Antam Hari Ini Sentuh Rekor!;;;
;;;
03/03/20 06.13;;;
Investor Mulai Tarik Cuan, Begini Arah Harga Emas Dunia;;;
Indikator rerata pergerakan konvergen dan divergen (MACD) mulai bergerak turun meski di wilayah positif. Sementara histogramnya sudah masuk ke wilayah negatif akibat penurunan tajam di hari Jumat. Indikator ini menunjukkan emas kembali memasuki fase konsolidasi. Pada   1 jam, emas bergerak di ksiaran MA 8 dan MA 21, tetapi di bawah MA 125. Indikator Stochastic bergerak naik dan memasuki wilayah jenuh beli ( ). Emas masih kini bergerak di dekat US$ 1.604/troy ons yang kini menjadi resisten (tahanan atas) terdekat. Selama tertahan di bawah resisten, emas berisiko memangkas penguatan ke   (tahanan bawah) US$ 1.600 hingga US$ 1.595/troy ons. Jika level tersebut ditembus, emas berisiko melemah ke US$ 1.588/troy ons, sebelum menuju US$ 1.580/troy ons. Sementara jika resisten ditembus, emas berpeluang menguat ke US$ 1.611 sampai US$ 1.616/troy ons.;;;
09/03/20 09.33;;;
Harga Emas Antam Hari Ini Rekor Rp 802.000/gram, Mantab Jiwa!;;;
